"","birdType","bone","measurement","measurementType","boneAlone"
"1151","SW","tarw",2.98,"w","Tarsometatarus"
"1152","SW","tarw",3.03,"w","Tarsometatarus"
"1153","SW","tarw",2.82,"w","Tarsometatarus"
"1154","SW","tarw",1.91,"w","Tarsometatarus"
"1155","SW","tarw",2.22,"w","Tarsometatarus"
"1156","SW","tarw",3.2,"w","Tarsometatarus"
"1157","SW","tarw",2.83,"w","Tarsometatarus"
"1158","SW","tarw",2.08,"w","Tarsometatarus"
"1159","SW","tarw",1.89,"w","Tarsometatarus"
"1160","SW","tarw",2.69,"w","Tarsometatarus"
"1161","W","huml",157,"l","Humerus"
"1162","W","huml",190,"l","Humerus"
"1163","W","huml",70.01,"l","Humerus"
"1164","W","huml",92.93,"l","Humerus"
"1165","W","huml",118.52,"l","Humerus"
"1166","W","huml",120.26,"l","Humerus"
"1167","W","huml",67.63,"l","Humerus"
"1168","W","huml",57.08,"l","Humerus"
"1169","W","huml",48.19,"l","Humerus"
"1170","W","huml",30.99,"l","Humerus"
"1171","W","huml",34.17,"l","Humerus"
"1172","W","huml",37.64,"l","Humerus"
"1173","W","huml",35.11,"l","Humerus"
"1174","W","huml",33.37,"l","Humerus"
"1175","W","huml",34.8,"l","Humerus"
"1176","W","huml",74.89,"l","Humerus"
"1177","W","huml",76.71,"l","Humerus"
"1178","W","huml",45.25,"l","Humerus"
"1179","W","huml",46.4,"l","Humerus"
"1180","W","huml",45.68,"l","Humerus"
"1181","W","huml",45.18,"l","Humerus"
"1182","W","huml",50.22,"l","Humerus"
"1183","W","huml",44.71,"l","Humerus"
"1184","W","huml",84.92,"l","Humerus"
"1185","W","huml",88.16,"l","Humerus"
"1186","W","huml",82.39,"l","Humerus"
"1187","W","huml",83.48,"l","Humerus"
"1188","W","huml",27.94,"l","Humerus"
"1189","W","huml",29.4,"l","Humerus"
"1190","W","huml",68.92,"l","Humerus"
"1191","W","huml",67.37,"l","Humerus"
"1192","W","huml",38.79,"l","Humerus"
"1193","W","huml",116.72,"l","Humerus"
"1194","W","huml",138.48,"l","Humerus"
"1195","W","huml",111.99,"l","Humerus"
"1196","W","huml",82.3,"l","Humerus"
"1197","W","huml",108.44,"l","Humerus"
"1198","W","huml",138.09,"l","Humerus"
"1199","W","huml",129.5,"l","Humerus"
"1200","W","huml",100.38,"l","Humerus"
"1201","W","huml",127.4,"l","Humerus"
"1202","W","huml",150,"l","Humerus"
"1203","W","huml",70.93,"l","Humerus"
"1204","W","huml",126.74,"l","Humerus"
"1205","W","huml",76.43,"l","Humerus"
"1206","W","huml",73.15,"l","Humerus"
"1207","W","huml",84.71,"l","Humerus"
"1208","W","huml",91.89,"l","Humerus"
"1209","W","huml",85,"l","Humerus"
"1210","W","huml",87.91,"l","Humerus"
"1211","W","huml",63.48,"l","Humerus"
"1212","W","huml",80,"l","Humerus"
"1213","W","huml",50.96,"l","Humerus"
"1214","W","huml",25.1,"l","Humerus"
"1215","W","huml",22.39,"l","Humerus"
"1216","W","huml",22.89,"l","Humerus"
"1217","W","huml",64.75,"l","Humerus"
"1218","W","huml",35.97,"l","Humerus"
"1219","W","huml",71.35,"l","Humerus"
"1220","W","huml",73.44,"l","Humerus"
"1221","W","huml",33.2,"l","Humerus"
"1222","W","huml",32.31,"l","Humerus"
"1223","W","huml",28.51,"l","Humerus"
"1224","W","huml",34.12,"l","Humerus"
"1225","W","huml",87.01,"l","Humerus"
"1226","W","humw",9,"w","Humerus"
"1227","W","humw",11.92,"w","Humerus"
"1228","W","humw",3.71,"w","Humerus"
"1229","W","humw",5.28,"w","Humerus"
"1230","W","humw",6.87,"w","Humerus"
"1231","W","humw",7.01,"w","Humerus"
"1232","W","humw",4.37,"w","Humerus"
"1233","W","humw",4.28,"w","Humerus"
"1234","W","humw",3.44,"w","Humerus"
"1235","W","humw",2.09,"w","Humerus"
"1236","W","humw",2.21,"w","Humerus"
"1237","W","humw",2.2,"w","Humerus"
"1238","W","humw",2.51,"w","Humerus"
"1239","W","humw",2.69,"w","Humerus"
"1240","W","humw",2.44,"w","Humerus"
"1241","W","humw",5.63,"w","Humerus"
"1242","W","humw",5.82,"w","Humerus"
"1243","W","humw",3.5,"w","Humerus"
"1244","W","humw",3.39,"w","Humerus"
"1245","W","humw",3.95,"w","Humerus"
"1246","W","humw",3.44,"w","Humerus"
"1247","W","humw",4.31,"w","Humerus"
"1248","W","humw",3.93,"w","Humerus"
"1249","W","humw",7.9,"w","Humerus"
"1250","W","humw",8.15,"w","Humerus"
"1251","W","humw",4.8,"w","Humerus"
"1252","W","humw",5.06,"w","Humerus"
"1253","W","humw",1.93,"w","Humerus"
"1254","W","humw",2.05,"w","Humerus"
"1255","W","humw",4.48,"w","Humerus"
"1256","W","humw",4.34,"w","Humerus"
"1257","W","humw",2.61,"w","Humerus"
"1258","W","humw",6.08,"w","Humerus"
"1259","W","humw",7.54,"w","Humerus"
"1260","W","humw",6.33,"w","Humerus"
"1261","W","humw",4.88,"w","Humerus"
"1262","W","humw",6.54,"w","Humerus"
"1263","W","humw",8.08,"w","Humerus"
"1264","W","humw",7.52,"w","Humerus"
"1265","W","humw",5.52,"w","Humerus"
"1266","W","humw",6.93,"w","Humerus"
"1267","W","humw",8.05,"w","Humerus"
"1268","W","humw",4.27,"w","Humerus"
"1269","W","humw",6.5,"w","Humerus"
"1270","W","humw",4.11,"w","Humerus"
"1271","W","humw",4.2,"w","Humerus"
"1272","W","humw",5.3,"w","Humerus"
"1273","W","humw",4.99,"w","Humerus"
"1274","W","humw",5.07,"w","Humerus"
"1275","W","humw",5.15,"w","Humerus"
"1276","W","humw",4.03,"w","Humerus"
"1277","W","humw",4.7,"w","Humerus"
"1278","W","humw",3.32,"w","Humerus"
"1279","W","humw",1.68,"w","Humerus"
"1280","W","humw",1.53,"w","Humerus"
"1281","W","humw",1.55,"w","Humerus"
"1282","W","humw",4.27,"w","Humerus"
"1283","W","humw",2.81,"w","Humerus"
"1284","W","humw",4.89,"w","Humerus"
"1285","W","humw",5.16,"w","Humerus"
"1286","W","humw",2.11,"w","Humerus"
"1287","W","humw",2.16,"w","Humerus"
"1288","W","humw",1.8,"w","Humerus"
"1289","W","humw",1.9,"w","Humerus"
"1290","W","humw",5.18,"w","Humerus"
"1291","W","ulnal",192,"l","Ulna"
"1292","W","ulnal",225,"l","Ulna"
"1293","W","ulnal",76.9,"l","Ulna"
"1294","W","ulnal",110.94,"l","Ulna"
"1295","W","ulnal",134.91,"l","Ulna"
"1296","W","ulnal",132.42,"l","Ulna"
"1297","W","ulnal",60.17,"l","Ulna"
"1298","W","ulnal",46.72,"l","Ulna"
"1299","W","ulnal",43.71,"l","Ulna"
"1300","W","ulnal",26.14,"l","Ulna"
"1301","W","ulnal",27.8,"l","Ulna"
"1302","W","ulnal",31.58,"l","Ulna"
"1303","W","ulnal",29.18,"l","Ulna"
"1304","W","ulnal",30.06,"l","Ulna"
"1305","W","ulnal",29.12,"l","Ulna"
"1306","W","ulnal",60.54,"l","Ulna"
"1307","W","ulnal",61.54,"l","Ulna"
"1308","W","ulnal",38.72,"l","Ulna"
"1309","W","ulnal",38.6,"l","Ulna"
"1310","W","ulnal",38.98,"l","Ulna"
"1311","W","ulnal",38.53,"l","Ulna"
"1312","W","ulnal",36.33,"l","Ulna"
"1313","W","ulnal",32.87,"l","Ulna"
"1314","W","ulnal",63.16,"l","Ulna"
"1315","W","ulnal",66.99,"l","Ulna"
"1316","W","ulnal",92.5,"l","Ulna"
"1317","W","ulnal",94.46,"l","Ulna"
"1318","W","ulnal",30.25,"l","Ulna"
"1319","W","ulnal",32.56,"l","Ulna"
"1320","W","ulnal",75.44,"l","Ulna"
"1321","W","ulnal",78.5,"l","Ulna"
"1322","W","ulnal",46.6,"l","Ulna"
"1323","W","ulnal",133.82,"l","Ulna"
"1324","W","ulnal",157,"l","Ulna"
"1325","W","ulnal",125.88,"l","Ulna"
"1326","W","ulnal",95.09,"l","Ulna"
"1327","W","ulnal",120.99,"l","Ulna"
"1328","W","ulnal",155.49,"l","Ulna"
"1329","W","ulnal",144,"l","Ulna"
"1330","W","ulnal",113.24,"l","Ulna"
"1331","W","ulnal",142,"l","Ulna"
"1332","W","ulnal",170,"l","Ulna"
"1333","W","ulnal",79.28,"l","Ulna"
"1334","W","ulnal",140,"l","Ulna"
"1335","W","ulnal",86.79,"l","Ulna"
"1336","W","ulnal",81.12,"l","Ulna"
"1337","W","ulnal",94.59,"l","Ulna"
"1338","W","ulnal",99.31,"l","Ulna"
"1339","W","ulnal",93.17,"l","Ulna"
"1340","W","ulnal",97.67,"l","Ulna"
"1341","W","ulnal",77.33,"l","Ulna"
"1342","W","ulnal",111.96,"l","Ulna"
"1343","W","ulnal",59.14,"l","Ulna"
"1344","W","ulnal",26.11,"l","Ulna"
"1345","W","ulnal",24.16,"l","Ulna"
"1346","W","ulnal",24.62,"l","Ulna"
"1347","W","ulnal",70.13,"l","Ulna"
"1348","W","ulnal",39.56,"l","Ulna"
"1349","W","ulnal",80.97,"l","Ulna"
"1350","W","ulnal",83.64,"l","Ulna"
"1351","W","ulnal",34.31,"l","Ulna"
"1352","W","ulnal",32.74,"l","Ulna"
"1353","W","ulnal",29.35,"l","Ulna"
"1354","W","ulnal",35.57,"l","Ulna"
"1355","W","ulnal",94.34,"l","Ulna"
"1356","W","ulnaw",7.02,"w","Ulna"
"1357","W","ulnaw",8.55,"w","Ulna"
"1358","W","ulnaw",2.88,"w","Ulna"
"1359","W","ulnaw",3.87,"w","Ulna"
"1360","W","ulnaw",5.06,"w","Ulna"
"1361","W","ulnaw",5.4,"w","Ulna"
"1362","W","ulnaw",3.73,"w","Ulna"
"1363","W","ulnaw",3.63,"w","Ulna"
"1364","W","ulnaw",3.01,"w","Ulna"
"1365","W","ulnaw",1.82,"w","Ulna"
"1366","W","ulnaw",1.97,"w","Ulna"
"1367","W","ulnaw",1.87,"w","Ulna"
"1368","W","ulnaw",2.54,"w","Ulna"
"1369","W","ulnaw",2.51,"w","Ulna"
"1370","W","ulnaw",2.38,"w","Ulna"
"1371","W","ulnaw",4.67,"w","Ulna"
"1372","W","ulnaw",5.2,"w","Ulna"
"1373","W","ulnaw",3.33,"w","Ulna"
"1374","W","ulnaw",3.32,"w","Ulna"
"1375","W","ulnaw",3.51,"w","Ulna"
"1376","W","ulnaw",3.15,"w","Ulna"
"1377","W","ulnaw",3.79,"w","Ulna"
"1378","W","ulnaw",2.97,"w","Ulna"
"1379","W","ulnaw",5.78,"w","Ulna"
"1380","W","ulnaw",6.25,"w","Ulna"
"1381","W","ulnaw",3.64,"w","Ulna"
"1382","W","ulnaw",3.57,"w","Ulna"
"1383","W","ulnaw",1.66,"w","Ulna"
"1384","W","ulnaw",1.9,"w","Ulna"
"1385","W","ulnaw",3.97,"w","Ulna"
"1386","W","ulnaw",4.05,"w","Ulna"
"1387","W","ulnaw",2.64,"w","Ulna"
"1388","W","ulnaw",6.32,"w","Ulna"
"1389","W","ulnaw",6.72,"w","Ulna"
"1390","W","ulnaw",5.13,"w","Ulna"
"1391","W","ulnaw",4.34,"w","Ulna"
"1392","W","ulnaw",5.55,"w","Ulna"
"1393","W","ulnaw",7.43,"w","Ulna"
"1394","W","ulnaw",6.4,"w","Ulna"
"1395","W","ulnaw",5.04,"w","Ulna"
"1396","W","ulnaw",6.25,"w","Ulna"
"1397","W","ulnaw",7.36,"w","Ulna"
"1398","W","ulnaw",3.86,"w","Ulna"
"1399","W","ulnaw",5.82,"w","Ulna"
"1400","W","ulnaw",3.84,"w","Ulna"
"1401","W","ulnaw",3.72,"w","Ulna"
"1402","W","ulnaw",4.36,"w","Ulna"
"1403","W","ulnaw",4.73,"w","Ulna"
"1404","W","ulnaw",4.21,"w","Ulna"
"1405","W","ulnaw",4.78,"w","Ulna"
"1406","W","ulnaw",3.65,"w","Ulna"
"1407","W","ulnaw",4.87,"w","Ulna"
"1408","W","ulnaw",3.18,"w","Ulna"
"1409","W","ulnaw",1.73,"w","Ulna"
"1410","W","ulnaw",1.29,"w","Ulna"
"1411","W","ulnaw",1.59,"w","Ulna"
"1412","W","ulnaw",3.91,"w","Ulna"
"1413","W","ulnaw",2.5,"w","Ulna"
"1414","W","ulnaw",12,"w","Ulna"
"1415","W","ulnaw",4.06,"w","Ulna"
"1416","W","ulnaw",2.25,"w","Ulna"
"1417","W","ulnaw",1.98,"w","Ulna"
"1418","W","ulnaw",1.78,"w","Ulna"
"1419","W","ulnaw",1.93,"w","Ulna"
"1420","W","ulnaw",4.45,"w","Ulna"
"1421","W","feml",85.6,"l","Femur"
"1422","W","feml",101.75,"l","Femur"
"1423","W","feml",49.42,"l","Femur"
"1424","W","feml",55.11,"l","Femur"
"1425","W","feml",78.2,"l","Femur"
"1426","W","feml",67,"l","Femur"
"1427","W","feml",53.03,"l","Femur"
"1428","W","feml",53.64,"l","Femur"
"1429","W","feml",50.46,"l","Femur"
"1430","W","feml",32.83,"l","Femur"
"1431","W","feml",35.82,"l","Femur"
"1432","W","feml",37.69,"l","Femur"
"1433","W","feml",23.2,"l","Femur"
"1434","W","feml",22.86,"l","Femur"
"1435","W","feml",23.16,"l","Femur"
"1436","W","feml",45.38,"l","Femur"
"1437","W","feml",47.87,"l","Femur"
"1438","W","feml",28.6,"l","Femur"
"1439","W","feml",29,"l","Femur"
"1440","W","feml",29.15,"l","Femur"
"1441","W","feml",28.31,"l","Femur"
"1442","W","feml",25.7,"l","Femur"
"1443","W","feml",20.87,"l","Femur"
"1444","W","feml",46.77,"l","Femur"
"1445","W","feml",46.55,"l","Femur"
"1446","W","feml",47.86,"l","Femur"
"1447","W","feml",49.26,"l","Femur"
"1448","W","feml",19.55,"l","Femur"
"1449","W","feml",20.92,"l","Femur"
"1450","W","feml",38.49,"l","Femur"
"1451","W","feml",27.53,"l","Femur"
"1452","W","feml",18.64,"l","Femur"
"1453","W","feml",44.55,"l","Femur"
"1454","W","feml",62.2,"l","Femur"
"1455","W","feml",45.67,"l","Femur"
"1456","W","feml",37.39,"l","Femur"
"1457","W","feml",47.89,"l","Femur"
"1458","W","feml",63.14,"l","Femur"
"1459","W","feml",60.31,"l","Femur"
"1460","W","feml",44.72,"l","Femur"
"1461","W","feml",58.44,"l","Femur"
"1462","W","feml",67.6,"l","Femur"
"1463","W","feml",36.88,"l","Femur"
"1464","W","feml",58.42,"l","Femur"
"1465","W","feml",40.11953125,"l","Femur"
"1466","W","feml",33.66,"l","Femur"
"1467","W","feml",36.17,"l","Femur"
"1468","W","feml",40.03,"l","Femur"
"1469","W","feml",38.33,"l","Femur"
"1470","W","feml",38.57,"l","Femur"
"1471","W","feml",26.84,"l","Femur"
"1472","W","feml",40.17,"l","Femur"
"1473","W","feml",22.68,"l","Femur"
"1474","W","feml",17.86,"l","Femur"
"1475","W","feml",15.82,"l","Femur"
"1476","W","feml",15.71,"l","Femur"
"1477","W","feml",41.82,"l","Femur"
"1478","W","feml",31.17,"l","Femur"
"1479","W","feml",42.48,"l","Femur"
"1480","W","feml",44.95,"l","Femur"
"1481","W","feml",20.36,"l","Femur"
"1482","W","feml",19.05,"l","Femur"
"1483","W","feml",17.6,"l","Femur"
"1484","W","feml",21.22,"l","Femur"
"1485","W","feml",35.73,"l","Femur"
"1486","W","femw",6.44,"w","Femur"
"1487","W","femw",7.75,"w","Femur"
"1488","W","femw",3.08,"w","Femur"
"1489","W","femw",4.16,"w","Femur"
"1490","W","femw",5.24,"w","Femur"
"1491","W","femw",5.35,"w","Femur"
"1492","W","femw",4.08,"w","Femur"
"1493","W","femw",4.11,"w","Femur"
"1494","W","femw",3.6,"w","Femur"
"1495","W","femw",2.09,"w","Femur"
"1496","W","femw",2.32,"w","Femur"
"1497","W","femw",2.37,"w","Femur"
"1498","W","femw",1.81,"w","Femur"
"1499","W","femw",1.84,"w","Femur"
"1500","W","femw",1.6,"w","Femur"
"1501","W","femw",3.3,"w","Femur"
"1502","W","femw",3.53,"w","Femur"
"1503","W","femw",2.03,"w","Femur"
"1504","W","femw",2.36,"w","Femur"
"1505","W","femw",2.44,"w","Femur"
"1506","W","femw",2.21,"w","Femur"
"1507","W","femw",2.24,"w","Femur"
"1508","W","femw",1.76,"w","Femur"
"1509","W","femw",3.84,"w","Femur"
"1510","W","femw",3.86,"w","Femur"
"1511","W","femw",4.05,"w","Femur"
"1512","W","femw",4.04,"w","Femur"
"1513","W","femw",1.52,"w","Femur"
"1514","W","femw",1.46,"w","Femur"
"1515","W","femw",3.02,"w","Femur"
"1516","W","femw",2.53,"w","Femur"
"1517","W","femw",1.54,"w","Femur"
"1518","W","femw",3.6,"w","Femur"
"1519","W","femw",5.07,"w","Femur"
"1520","W","femw",3.74,"w","Femur"
"1521","W","femw",3.02,"w","Femur"
"1522","W","femw",4.08,"w","Femur"
"1523","W","femw",5.45,"w","Femur"
"1524","W","femw",4.91,"w","Femur"
"1525","W","femw",4.07,"w","Femur"
"1526","W","femw",4.68,"w","Femur"
"1527","W","femw",5.98,"w","Femur"
"1528","W","femw",3.21,"w","Femur"
"1529","W","femw",4.66,"w","Femur"
"1530","W","femw",3.11859375,"w","Femur"
"1531","W","femw",2.62,"w","Femur"
"1532","W","femw",3.15,"w","Femur"
"1533","W","femw",2.93,"w","Femur"
"1534","W","femw",2.57,"w","Femur"
"1535","W","femw",2.92,"w","Femur"
"1536","W","femw",2.31,"w","Femur"
"1537","W","femw",3.34,"w","Femur"
"1538","W","femw",1.74,"w","Femur"
"1539","W","femw",1.33,"w","Femur"
"1540","W","femw",1.15,"w","Femur"
"1541","W","femw",1.14,"w","Femur"
"1542","W","femw",3.23,"w","Femur"
"1543","W","femw",2.16,"w","Femur"
"1544","W","femw",3.21,"w","Femur"
"1545","W","femw",3.38,"w","Femur"
"1546","W","femw",1.57,"w","Femur"
"1547","W","femw",1.4,"w","Femur"
"1548","W","femw",1.21,"w","Femur"
"1549","W","femw",1.39,"w","Femur"
"1550","W","femw",2.8,"w","Femur"
"1551","W","tibl",227,"l","Tibiotarsus"
"1552","W","tibl",240,"l","Tibiotarsus"
"1553","W","tibl",79.56,"l","Tibiotarsus"
"1554","W","tibl",137,"l","Tibiotarsus"
"1555","W","tibl",132,"l","Tibiotarsus"
"1556","W","tibl",130.1,"l","Tibiotarsus"
"1557","W","tibl",92.18,"l","Tibiotarsus"
"1558","W","tibl",89.93,"l","Tibiotarsus"
"1559","W","tibl",94.86,"l","Tibiotarsus"
"1560","W","tibl",50.67,"l","Tibiotarsus"
"1561","W","tibl",51.77,"l","Tibiotarsus"
"1562","W","tibl",57.06,"l","Tibiotarsus"
"1563","W","tibl",38.09,"l","Tibiotarsus"
"1564","W","tibl",38.3,"l","Tibiotarsus"
"1565","W","tibl",35.5,"l","Tibiotarsus"
"1566","W","tibl",72.16,"l","Tibiotarsus"
"1567","W","tibl",75.24,"l","Tibiotarsus"
"1568","W","tibl",46.36,"l","Tibiotarsus"
"1569","W","tibl",49.08,"l","Tibiotarsus"
"1570","W","tibl",45.23,"l","Tibiotarsus"
"1571","W","tibl",46.93,"l","Tibiotarsus"
"1572","W","tibl",46.42,"l","Tibiotarsus"
"1573","W","tibl",40.79,"l","Tibiotarsus"
"1574","W","tibl",82.87,"l","Tibiotarsus"
"1575","W","tibl",83.02,"l","Tibiotarsus"
"1576","W","tibl",140,"l","Tibiotarsus"
"1577","W","tibl",110,"l","Tibiotarsus"
"1578","W","tibl",35.21,"l","Tibiotarsus"
"1579","W","tibl",38.96,"l","Tibiotarsus"
"1580","W","tibl",89.16,"l","Tibiotarsus"
"1581","W","tibl",45.73,"l","Tibiotarsus"
"1582","W","tibl",32.09,"l","Tibiotarsus"
"1583","W","tibl",78.04,"l","Tibiotarsus"
"1584","W","tibl",116.09,"l","Tibiotarsus"
"1585","W","tibl",84.8,"l","Tibiotarsus"
"1586","W","tibl",75.34,"l","Tibiotarsus"
"1587","W","tibl",90.24,"l","Tibiotarsus"
"1588","W","tibl",125,"l","Tibiotarsus"
"1589","W","tibl",113.44,"l","Tibiotarsus"
"1590","W","tibl",82.87,"l","Tibiotarsus"
"1591","W","tibl",107.48,"l","Tibiotarsus"
"1592","W","tibl",124.92,"l","Tibiotarsus"
"1593","W","tibl",72.1,"l","Tibiotarsus"
"1594","W","tibl",105.81,"l","Tibiotarsus"
"1595","W","tibl",67.13,"l","Tibiotarsus"
"1596","W","tibl",70.39,"l","Tibiotarsus"
"1597","W","tibl",69.97,"l","Tibiotarsus"
"1598","W","tibl",73.23,"l","Tibiotarsus"
"1599","W","tibl",67.32,"l","Tibiotarsus"
"1600","W","tibl",70.1,"l","Tibiotarsus"
"1601","W","tibl",48.82,"l","Tibiotarsus"
"1602","W","tibl",68.89,"l","Tibiotarsus"
"1603","W","tibl",37.49,"l","Tibiotarsus"
"1604","W","tibl",35.85,"l","Tibiotarsus"
"1605","W","tibl",30.31,"l","Tibiotarsus"
"1606","W","tibl",34.27,"l","Tibiotarsus"
"1607","W","tibl",86.5,"l","Tibiotarsus"
"1608","W","tibl",52,"l","Tibiotarsus"
"1609","W","tibl",86.6,"l","Tibiotarsus"
"1610","W","tibl",80.76,"l","Tibiotarsus"
"1611","W","tibl",37.95,"l","Tibiotarsus"
"1612","W","tibl",33.37,"l","Tibiotarsus"
"1613","W","tibl",36.04,"l","Tibiotarsus"
"1614","W","tibl",46.24,"l","Tibiotarsus"
"1615","W","tibl",67.12,"l","Tibiotarsus"
"1616","W","tibw",6.84,"w","Tibiotarsus"
"1617","W","tibw",7.71,"w","Tibiotarsus"
"1618","W","tibw",3.35,"w","Tibiotarsus"
"1619","W","tibw",4.29,"w","Tibiotarsus"
"1620","W","tibw",5.38,"w","Tibiotarsus"
"1621","W","tibw",5.22,"w","Tibiotarsus"
"1622","W","tibw",4.31,"w","Tibiotarsus"
"1623","W","tibw",4.23,"w","Tibiotarsus"
"1624","W","tibw",3.45,"w","Tibiotarsus"
"1625","W","tibw",1.98,"w","Tibiotarsus"
"1626","W","tibw",2.06,"w","Tibiotarsus"
"1627","W","tibw",2.19,"w","Tibiotarsus"
"1628","W","tibw",1.84,"w","Tibiotarsus"
"1629","W","tibw",1.87,"w","Tibiotarsus"
"1630","W","tibw",1.51,"w","Tibiotarsus"
"1631","W","tibw",3.53,"w","Tibiotarsus"
"1632","W","tibw",4.21,"w","Tibiotarsus"
"1633","W","tibw",2.39,"w","Tibiotarsus"
"1634","W","tibw",2.49,"w","Tibiotarsus"
"1635","W","tibw",2.52,"w","Tibiotarsus"
"1636","W","tibw",2.36,"w","Tibiotarsus"
"1637","W","tibw",2.1,"w","Tibiotarsus"
"1638","W","tibw",1.8,"w","Tibiotarsus"
"1639","W","tibw",4.36,"w","Tibiotarsus"
"1640","W","tibw",3.99,"w","Tibiotarsus"
"1641","W","tibw",4.26,"w","Tibiotarsus"
"1642","W","tibw",3.8,"w","Tibiotarsus"
"1643","W","tibw",1.38,"w","Tibiotarsus"
"1644","W","tibw",1.45,"w","Tibiotarsus"
"1645","W","tibw",3.53,"w","Tibiotarsus"
"1646","W","tibw",2.53,"w","Tibiotarsus"
"1647","W","tibw",1.37,"w","Tibiotarsus"
"1648","W","tibw",3.99,"w","Tibiotarsus"
"1649","W","tibw",5.83,"w","Tibiotarsus"
"1650","W","tibw",3.93,"w","Tibiotarsus"
"1651","W","tibw",3.19,"w","Tibiotarsus"
"1652","W","tibw",4.09,"w","Tibiotarsus"
"1653","W","tibw",4.66,"w","Tibiotarsus"
"1654","W","tibw",5.15,"w","Tibiotarsus"
"1655","W","tibw",3.69,"w","Tibiotarsus"
"1656","W","tibw",5.2,"w","Tibiotarsus"
"1657","W","tibw",5.76,"w","Tibiotarsus"
"1658","W","tibw",2.83,"w","Tibiotarsus"
"1659","W","tibw",5.09,"w","Tibiotarsus"
"1660","W","tibw",2.48,"w","Tibiotarsus"
"1661","W","tibw",2.49,"w","Tibiotarsus"
"1662","W","tibw",3.03,"w","Tibiotarsus"
"1663","W","tibw",2.99,"w","Tibiotarsus"
"1664","W","tibw",2.73,"w","Tibiotarsus"
"1665","W","tibw",2.59,"w","Tibiotarsus"
"1666","W","tibw",2.51,"w","Tibiotarsus"
"1667","W","tibw",3.25,"w","Tibiotarsus"
"1668","W","tibw",2.06,"w","Tibiotarsus"
"1669","W","tibw",1.2,"w","Tibiotarsus"
"1670","W","tibw",0.99,"w","Tibiotarsus"
"1671","W","tibw",1.06,"w","Tibiotarsus"
"1672","W","tibw",3.81,"w","Tibiotarsus"
"1673","W","tibw",2.53,"w","Tibiotarsus"
"1674","W","tibw",3.56,"w","Tibiotarsus"
"1675","W","tibw",3.76,"w","Tibiotarsus"
"1676","W","tibw",1.42,"w","Tibiotarsus"
"1677","W","tibw",1.14,"w","Tibiotarsus"
"1678","W","tibw",1.14,"w","Tibiotarsus"
"1679","W","tibw",1.27,"w","Tibiotarsus"
"1680","W","tibw",2.93,"w","Tibiotarsus"
"1681","W","tarl",175,"l","Tarsometatarus"
"1682","W","tarl",175,"l","Tarsometatarus"
"1683","W","tarl",52.74,"l","Tarsometatarus"
"1684","W","tarl",96.37,"l","Tarsometatarus"
"1685","W","tarl",85.28,"l","Tarsometatarus"
"1686","W","tarl",87.53,"l","Tarsometatarus"
"1687","W","tarl",54.38,"l","Tarsometatarus"
"1688","W","tarl",58.14,"l","Tarsometatarus"
"1689","W","tarl",55,"l","Tarsometatarus"
"1690","W","tarl",30.8,"l","Tarsometatarus"
"1691","W","tarl",33.13,"l","Tarsometatarus"
"1692","W","tarl",37.19,"l","Tarsometatarus"
"1693","W","tarl",18.33,"l","Tarsometatarus"
"1694","W","tarl",19.13,"l","Tarsometatarus"
"1695","W","tarl",19.07,"l","Tarsometatarus"
"1696","W","tarl",31.94,"l","Tarsometatarus"
"1697","W","tarl",35.11,"l","Tarsometatarus"
"1698","W","tarl",24.03,"l","Tarsometatarus"
"1699","W","tarl",26.55,"l","Tarsometatarus"
"1700","W","tarl",24.64,"l","Tarsometatarus"
"1701","W","tarl",25.86,"l","Tarsometatarus"
"1702","W","tarl",25.87,"l","Tarsometatarus"
"1703","W","tarl",23.42,"l","Tarsometatarus"
"1704","W","tarl",37.17,"l","Tarsometatarus"
"1705","W","tarl",36.71,"l","Tarsometatarus"
"1706","W","tarl",95.39,"l","Tarsometatarus"
"1707","W","tarl",82,"l","Tarsometatarus"
"1708","W","tarl",24.47,"l","Tarsometatarus"
"1709","W","tarl",23.98,"l","Tarsometatarus"
"1710","W","tarl",67.75,"l","Tarsometatarus"
"1711","W","tarl",25.57,"l","Tarsometatarus"
"1712","W","tarl",15.8,"l","Tarsometatarus"
"1713","W","tarl",48.78,"l","Tarsometatarus"
"1714","W","tarl",72.49,"l","Tarsometatarus"
"1715","W","tarl",52.74,"l","Tarsometatarus"
"1716","W","tarl",50.06,"l","Tarsometatarus"
"1717","W","tarl",60.81,"l","Tarsometatarus"
"1718","W","tarl",75.17,"l","Tarsometatarus"
"1719","W","tarl",70.11,"l","Tarsometatarus"
"1720","W","tarl",54.8,"l","Tarsometatarus"
"1721","W","tarl",65.68,"l","Tarsometatarus"
"1722","W","tarl",78.41,"l","Tarsometatarus"
"1723","W","tarl",43.8,"l","Tarsometatarus"
"1724","W","tarl",64.77,"l","Tarsometatarus"
"1725","W","tarl",41.65,"l","Tarsometatarus"
"1726","W","tarl",43.37,"l","Tarsometatarus"
"1727","W","tarl",33.97,"l","Tarsometatarus"
"1728","W","tarl",35.88,"l","Tarsometatarus"
"1729","W","tarl",40,"l","Tarsometatarus"
"1730","W","tarl",34.21,"l","Tarsometatarus"
"1731","W","tarl",22.91,"l","Tarsometatarus"
"1732","W","tarl",33.69,"l","Tarsometatarus"
"1733","W","tarl",15.91,"l","Tarsometatarus"
"1734","W","tarl",23.44,"l","Tarsometatarus"
